project_id,project_type,client_type,contract_type,is_design_and_build,nilai_kontrak_awal_miliar_rp,total_jam_kerja_estimasi,volume_pekerjaan_tanah_m3,volume_beton_m3,berat_baja_struktural_ton,panjang_instalasi_utama_km,jumlah_titik_akhir_instalasi,jumlah_item_pekerjaan_utama,tingkat_risiko_geoteknik,lokasi_provinsi,lokasi_urban_rural,musim_pelaksanaan,indeks_harga_komoditas_saat_mulai,jumlah_kompetitor_saat_tender,pengalaman_pm_tahun,jumlah_sdm_inti,persentase_subkontraktor,biaya_akhir_riil_miliar_rp,durasi_akhir_riil_hari,profit_margin_riil_persen,terjadi_pembengkakan_biaya_signifikan,terjadi_keterlambatan_signifikan
PJ-1019,Perumahan,Swasta Asing,Cost Plus,0,200.57,802281,100285,50142,0,0.0,5014,107,3,Kepulauan Bangka Belitung,Urban,Kemarau,115.72,8,10,44,35,179.08,3108,10.71,0,0
PJ-1020,Jaringan IT,Swasta Nasional,Lump Sum,1,40.27,201333,0,0,0,60.4,2013,6,3,Sulawesi Tengah,Urban,Hujan,110.9,7,23,11,76,46.07,3902,-14.4,1,1
PJ-1021,Gedung Perkantoran,Pemda,Cost Plus,0,265.22,795647,0,26521,5304,0.0,5304,143,1,Sulawesi Utara,Sub-urban,Hujan,114.73,2,17,42,32,236.8,3712,10.71,0,1
PJ-1022,Jaringan IT,Swasta Nasional,Cost Plus,0,14.61,73051,0,0,0,21.92,730,15,3,Riau,Sub-urban,Hujan,119.94,9,14,7,79,13.04,2312,10.71,0,1
PJ-1023,Pabrik,Swasta Nasional,Lump Sum,0,594.63,1486567,0,89194,23785,0.0,0,290,2,Nusa Tenggara Barat,Rural,Hujan,100.31,7,14,77,26,530.92,3290,10.71,0,0
PJ-1024,Jalan Tol,Swasta Asing,Lump Sum,1,1740.55,3481096,5221644,348109,17405,43.51,0,861,2,DI Yogyakarta,Sub-urban,Hujan,113.35,8,12,178,79,1554.06,3333,10.71,0,0
PJ-1025,Perumahan,Swasta Asing,Cost Plus,0,66.7,266815,33351,16675,0,0.0,1667,37,1,Kalimantan Barat,Urban,Hujan,102.68,3,24,17,71,59.56,3557,10.71,0,1
PJ-1026,Gedung Perkantoran,Pemda,Cost Plus,0,145.39,436157,0,14538,2907,0.0,2907,54,1,Bengkulu,Sub-urban,Kemarau,116.64,3,5,23,57,129.81,3232,10.71,0,0
PJ-1027,Gedung Perkantoran,BUMN,Lump Sum,1,230.68,692028,0,23067,4613,0.0,4613,111,1,Sulawesi Barat,Urban,Kemarau,105.15,2,21,35,77,268.56,3370,-16.42,1,0
PJ-1028,Jalan Tol,Pemda,Cost Plus,0,1737.27,3474532,5211798,347453,17372,43.43,0,857,3,Sumatera Barat,Urban,Kemarau,109.2,5,24,174,58,1551.13,3403,10.71,0,0
PJ-1029,Jalan Tol,Pemda,Cost Plus,0,2509.64,5019270,7528905,501927,25096,62.74,0,1262,2,Jawa Barat,Sub-urban,Kemarau,100.48,2,23,254,32,2240.75,3368,10.71,0,0
PJ-1030,Pabrik,Swasta Asing,Lump Sum,0,442.97,1107433,0,66446,17718,0.0,0,239,2,Sulawesi Tengah,Rural,Hujan,118.79,4,16,57,61,395.51,3940,10.71,0,1
PJ-1031,Perumahan,Pemda,Lump Sum,0,116.37,465462,58182,29091,0,0.0,2909,38,1,DKI Jakarta,Urban,Hujan,101.31,7,16,24,14,137.07,4176,-17.79,1,1
PJ-1032,Perumahan,Swasta Asing,Lump Sum,0,103.53,414133,51766,25883,0,0.0,2588,50,1,Sulawesi Utara,Sub-urban,Kemarau,118.74,8,12,22,37,92.44,3768,10.71,0,1
PJ-1033,Gedung Perkantoran,Swasta Asing,Harga Satuan,0,106.65,319953,0,10665,2133,0.0,2133,46,3,Sumatera Selatan,Sub-urban,Hujan,104.75,5,10,17,22,108.84,3208,-2.05,1,0
PJ-1034,Perumahan,Swasta Nasional,Lump Sum,0,203.72,814864,101858,50929,0,0.0,5092,106,1,Papua,Rural,Hujan,119.68,7,13,43,18,181.89,3230,10.71,0,0
PJ-1035,Perumahan,Swasta Asing,Harga Satuan,0,43.87,175470,21933,10966,0,0.0,1096,5,2,DI Yogyakarta,Sub-urban,Hujan,102.83,9,15,12,23,39.17,2492,10.71,0,0
PJ-1036,Jembatan,Swasta Asing,Cost Plus,0,2612.11,5224214,7836321,522421,26121,65.3,0,1292,1,Papua Tengah,Rural,Kemarau,109.49,9,5,263,69,2756.76,4246,-5.54,1,1
PJ-1037,Gedung Perkantoran,Pemda,Cost Plus,0,78.62,235856,0,7861,1572,0.0,1572,28,3,Sumatera Utara,Urban,Hujan,114.59,3,10,12,69,88.96,3350,-13.16,1,0
PJ-1038,Jaringan IT,Swasta Asing,Lump Sum,1,88.75,443733,0,0,0,133.12,4437,60,1,Gorontalo,Rural,Kemarau,117.33,4,8,24,33,79.24,3151,10.71,0,0
PJ-1039,Jalan Tol,BUMN,Lump Sum,1,2559.85,5119701,7679552,511970,25598,64.0,0,1286,1,Papua,Rural,Hujan,115.16,5,16,257,75,2285.58,3395,10.71,0,0
PJ-1040,Jaringan IT,Pemda,Harga Satuan,0,51.32,256608,0,0,0,76.98,2566,43,3,Sumatera Selatan,Rural,Kemarau,105.05,4,14,13,44,45.82,4590,10.71,0,1
PJ-1041,Gedung Perkantoran,Swasta Asing,Cost Plus,0,239.69,719065,0,23968,4793,0.0,4793,135,2,Sulawesi Barat,Urban,Kemarau,109.64,6,19,39,30,214.01,3142,10.71,0,0
PJ-1042,Gedung Perkantoran,BUMN,Harga Satuan,0,202.56,607671,0,20255,4051,0.0,4051,114,2,Kalimantan Barat,Urban,Hujan,100.87,4,13,33,72,180.85,3579,10.71,0,1
PJ-1043,Gedung Perkantoran,BUMN,Lump Sum,0,111.33,333999,0,11133,2226,0.0,2226,64,2,Papua Tengah,Sub-urban,Hujan,104.11,9,9,17,65,99.4,4432,10.71,0,1
PJ-1044,Gedung Perkantoran,Pemda,Harga Satuan,0,63.92,191771,0,6392,1278,0.0,1278,45,3,Kalimantan Tengah,Sub-urban,Hujan,109.49,7,5,12,27,64.92,2724,-1.56,1,0
PJ-1045,Perumahan,BUMN,Lump Sum,1,173.74,694964,86870,43435,0,0.0,4343,78,2,Bengkulu,Urban,Kemarau,100.72,9,13,37,25,155.13,3201,10.71,0,0
PJ-1046,Pabrik,Swasta Nasional,Lump Sum,0,222.29,555728,0,33343,8891,0.0,0,128,2,Jawa Tengah,Rural,Kemarau,116.68,9,5,29,25,224.97,3266,-1.2,1,0
PJ-1047,Gedung Perkantoran,Swasta Asing,Harga Satuan,0,101.77,305308,0,10176,2035,0.0,2035,55,1,Sulawesi Selatan,Rural,Hujan,119.37,5,6,18,71,90.87,3290,10.71,0,1
PJ-1048,Jaringan IT,Swasta Nasional,Cost Plus,0,59.78,298908,0,0,0,89.67,2989,26,3,Papua Pegunungan,Urban,Kemarau,108.67,4,18,17,65,60.97,3512,-1.99,1,1
PJ-1049,Jaringan IT,Swasta Asing,Harga Satuan,0,39.61,198073,0,0,0,59.42,1980,27,2,Banten,Urban,Kemarau,102.05,7,18,12,15,35.37,2813,10.71,0,0
PJ-1050,Perumahan,BUMN,Cost Plus,0,73.54,294146,36768,18384,0,0.0,1838,29,2,Lampung,Urban,Kemarau,111.78,5,8,16,36,75.29,3133,-2.39,1,0
PJ-1051,Perumahan,Pemda,Lump Sum,0,114.19,456763,57095,28547,0,0.0,2854,76,3,Gorontalo,Rural,Hujan,111.92,3,8,25,38,101.96,3114,10.71,0,0
PJ-1052,Jaringan IT,Swasta Asing,Harga Satuan,0,59.69,298427,0,0,0,89.53,2984,17,3,Sulawesi Barat,Urban,Kemarau,114.43,9,15,15,65,64.32,4026,-7.77,1,1
PJ-1053,Perumahan,Swasta Nasional,Cost Plus,0,106.76,427046,53380,26690,0,0.0,2669,47,2,Sumatera Selatan,Rural,Hujan,102.28,5,13,23,65,113.85,3828,-6.64,1,1
PJ-1054,Gedung Perkantoran,Swasta Nasional,Harga Satuan,0,85.67,257010,0,8567,1713,0.0,1713,59,1,Sulawesi Tengah,Rural,Kemarau,100.55,6,13,15,64,76.49,3342,10.71,0,1
PJ-1055,Jembatan,Swasta Asing,Lump Sum,0,2134.35,4268703,6403055,426870,21343,53.36,0,1078,5,Sulawesi Selatan,Urban,Hujan,115.34,7,23,217,60,2292.61,3966,-7.41,1,1
PJ-1056,Gedung Perkantoran,Pemda,Harga Satuan,0,198.07,594201,0,19806,3961,0.0,3961,94,2,Gorontalo,Rural,Hujan,114.03,9,10,33,51,176.85,3069,10.71,0,0
PJ-1057,Perumahan,Swasta Nasional,Harga Satuan,0,212.55,850180,106272,53136,0,0.0,5313,116,2,DKI Jakarta,Rural,Kemarau,114.07,3,8,45,61,189.77,3809,10.71,0,1
PJ-1058,Perumahan,Swasta Asing,Lump Sum,0,77.19,308742,38592,19296,0,0.0,1929,40,1,Sulawesi Utara,Sub-urban,Hujan,106.04,4,15,16,78,88.34,3289,-14.45,1,0
PJ-1059,Gedung Perkantoran,Swasta Asing,Cost Plus,0,256.82,770465,0,25682,5136,0.0,5136,138,1,Nusa Tenggara Timur,Urban,Hujan,116.06,4,17,42,44,229.31,3527,10.71,0,1
PJ-1060,Gedung Perkantoran,BUMN,Harga Satuan,0,136.15,408446,0,13614,2722,0.0,2722,68,3,Jambi,Sub-urban,Hujan,106.53,8,8,22,35,142.7,3568,-4.81,1,1
PJ-1061,Jembatan,BUMN,Lump Sum,0,2775.49,5550988,8326482,555098,27754,69.39,0,1388,4,Jawa Tengah,Urban,Kemarau,103.77,2,10,280,79,3097.74,3805,-11.61,1,1
PJ-1062,Jalan Tol,BUMN,Cost Plus,0,1178.94,2357888,3536832,235788,11789,29.47,0,578,5,Papua Selatan,Urban,Kemarau,112.85,8,9,119,40,1052.63,3377,10.71,0,0
PJ-1063,Pabrik,Swasta Asing,Harga Satuan,0,374.95,937376,0,56242,14998,0.0,0,194,3,Bali,Rural,Kemarau,113.39,6,17,50,10,334.78,3195,10.71,0,0
PJ-1064,Gedung Perkantoran,Pemda,Lump Sum,0,185.78,557346,0,18578,3715,0.0,3715,100,2,Nusa Tenggara Timur,Sub-urban,Hujan,115.45,5,9,28,75,182.94,3392,1.53,1,0
PJ-1065,Jaringan IT,Swasta Asing,Cost Plus,0,55.9,279487,0,0,0,83.85,2794,41,3,Aceh,Rural,Kemarau,112.61,3,12,17,23,49.91,2802,10.71,0,0
PJ-1066,Gedung Perkantoran,Swasta Nasional,Harga Satuan,0,56.69,170063,0,5668,1133,0.0,1133,24,1,Maluku Utara,Sub-urban,Kemarau,105.3,3,16,11,77,50.61,2635,10.71,0,0
PJ-1067,Gedung Perkantoran,BUMN,Lump Sum,0,147.83,443480,0,14782,2956,0.0,2956,80,2,Kalimantan Timur,Sub-urban,Hujan,115.0,5,6,25,38,146.59,3023,0.84,1,0
PJ-1068,Gedung Perkantoran,Pemda,Harga Satuan,0,179.56,538667,0,17955,3591,0.0,3591,72,2,Papua Tengah,Sub-urban,Kemarau,110.36,3,24,28,28,160.32,3279,10.71,0,0
PJ-1069,Jalan Tol,Pemda,Lump Sum,0,1688.17,3376344,5064516,337634,16881,42.2,0,831,4,Riau,Rural,Hujan,107.46,8,14,169,33,1507.3,4556,10.71,0,1
PJ-1070,Jaringan IT,Pemda,Cost Plus,0,85.25,426243,0,0,0,127.87,4262,35,2,Jawa Timur,Urban,Hujan,102.73,8,14,23,54,76.11,3158,10.71,0,0
PJ-1071,Jalan Tol,Swasta Asing,Lump Sum,0,930.31,1860627,2790941,186062,9303,23.26,0,475,4,Sumatera Utara,Sub-urban,Kemarau,110.16,8,6,95,22,962.05,4367,-3.41,1,1
PJ-1072,Pabrik,BUMN,Lump Sum,0,561.37,1403413,0,84204,22454,0.0,0,285,1,Maluku Utara,Rural,Kemarau,101.18,6,10,71,77,501.22,3369,10.71,0,0
PJ-1073,Pabrik,Swasta Nasional,Cost Plus,0,370.86,927142,0,55628,14834,0.0,0,175,1,Jambi,Rural,Kemarau,108.87,3,15,50,55,331.12,3160,10.71,0,0
PJ-1074,Jalan Tol,Pemda,Cost Plus,0,2905.42,5810840,8716260,581084,29054,72.64,0,1457,4,Sulawesi Tenggara,Rural,Kemarau,104.19,8,22,292,20,2889.99,3392,0.53,1,0
PJ-1075,Gedung Perkantoran,Swasta Asing,Harga Satuan,0,143.47,430422,0,14347,2869,0.0,2869,54,3,Nusa Tenggara Timur,Sub-urban,Hujan,108.01,5,16,22,72,128.1,3334,10.71,0,0
PJ-1076,Perumahan,Swasta Asing,Cost Plus,0,184.92,739668,92458,46229,0,0.0,4622,79,3,Papua Barat,Rural,Hujan,102.62,9,5,37,26,165.1,3407,10.71,0,0
PJ-1077,Gedung Perkantoran,BUMN,Lump Sum,1,223.94,671808,0,22393,4478,0.0,4478,102,1,Kalimantan Tengah,Urban,Hujan,108.24,3,7,35,12,199.94,3271,10.71,0,0
PJ-1078,Pabrik,Swasta Asing,Harga Satuan,0,210.82,527054,0,31623,8432,0.0,0,92,1,Papua Barat Daya,Rural,Kemarau,117.18,2,4,27,43,219.47,4507,-4.1,1,1
PJ-1079,Jembatan,BUMN,Cost Plus,0,640.23,1280458,1920687,128045,6402,16.01,0,334,4,Papua Pegunungan,Sub-urban,Hujan,117.86,8,15,68,27,739.35,3209,-15.48,1,0
PJ-1080,Gedung Perkantoran,BUMN,Cost Plus,0,145.08,435229,0,14507,2901,0.0,2901,70,3,Jawa Barat,Urban,Kemarau,108.07,5,17,23,12,129.53,3225,10.71,0,0
PJ-1081,Jalan Tol,Pemda,Harga Satuan,0,1207.25,2414496,3621745,241449,12072,30.18,0,613,5,Sulawesi Utara,Sub-urban,Kemarau,106.99,3,20,122,66,1077.9,3373,10.71,0,0
PJ-1082,Jembatan,Pemda,Harga Satuan,0,699.77,1399534,2099301,139953,6997,17.49,0,349,2,Sulawesi Selatan,Sub-urban,Hujan,110.46,7,18,73,69,624.79,4288,10.71,0,1
PJ-1083,Perumahan,Pemda,Harga Satuan,0,148.89,595574,74446,37223,0,0.0,3722,61,2,Jawa Barat,Rural,Kemarau,100.15,4,11,33,45,152.46,3076,-2.39,1,0
PJ-1084,Gedung Perkantoran,BUMN,Harga Satuan,0,127.42,382264,0,12742,2548,0.0,2548,53,2,Kalimantan Tengah,Rural,Hujan,103.56,9,16,23,12,113.77,2832,10.71,0,0
PJ-1085,Perumahan,BUMN,Cost Plus,0,119.93,479739,59967,29983,0,0.0,2998,60,1,Sulawesi Tenggara,Sub-urban,Hujan,113.48,2,6,26,63,117.82,3145,1.76,1,0
PJ-1086,Jalan Tol,Swasta Asing,Harga Satuan,0,1193.29,2386584,3579876,238658,11932,29.83,0,582,3,Kalimantan Timur,Urban,Hujan,117.06,7,23,121,16,1065.44,3362,10.71,0,0
PJ-1087,Gedung Perkantoran,BUMN,Harga Satuan,0,97.47,292410,0,9747,1949,0.0,1949,64,3,Aceh,Urban,Kemarau,100.49,2,11,17,28,87.03,2931,10.71,0,0
PJ-1088,Perumahan,Swasta Nasional,Cost Plus,0,106.63,426516,53314,26657,0,0.0,2665,40,3,Papua Pegunungan,Sub-urban,Hujan,107.03,9,11,23,10,95.2,3160,10.71,0,0
PJ-1089,Perumahan,Swasta Nasional,Lump Sum,0,246.39,985573,123196,61598,0,0.0,6159,103,1,Jawa Tengah,Rural,Hujan,104.68,8,11,51,43,219.99,3294,10.71,0,0
PJ-1090,Jaringan IT,Swasta Asing,Harga Satuan,0,19.1,95516,0,0,0,28.65,955,22,1,Sulawesi Tenggara,Sub-urban,Hujan,108.43,2,15,8,25,17.06,2035,10.71,0,0
PJ-1091,Jaringan IT,BUMN,Cost Plus,0,51.31,256568,0,0,0,76.97,2565,16,2,Riau,Urban,Hujan,102.19,4,10,13,58,45.82,3364,10.71,0,0
PJ-1092,Jaringan IT,Swasta Asing,Cost Plus,0,99.6,498002,0,0,0,149.4,4980,32,3,Nusa Tenggara Timur,Urban,Hujan,112.1,9,7,27,18,88.93,3143,10.71,0,0
PJ-1093,Perumahan,BUMN,Lump Sum,0,44.4,177602,22200,11100,0,0.0,1110,12,3,Maluku,Sub-urban,Hujan,109.08,2,12,11,21,39.64,2752,10.71,0,0
PJ-1094,Gedung Perkantoran,Pemda,Cost Plus,0,69.83,209489,0,6982,1396,0.0,1396,34,2,DKI Jakarta,Rural,Hujan,103.51,8,19,11,79,62.35,3669,10.71,0,1
PJ-1095,Gedung Perkantoran,Swasta Nasional,Harga Satuan,0,195.58,586728,0,19557,3911,0.0,3911,106,2,Kalimantan Timur,Rural,Hujan,104.91,6,5,32,72,206.32,3125,-5.49,1,0
PJ-1096,Gedung Perkantoran,Swasta Asing,Cost Plus,0,228.5,685500,0,22850,4570,0.0,4570,129,2,DKI Jakarta,Sub-urban,Kemarau,117.96,6,4,38,75,204.02,3074,10.71,0,0
PJ-1097,Jaringan IT,Swasta Asing,Lump Sum,0,62.92,314617,0,0,0,94.39,3146,15,3,Kepulauan Bangka Belitung,Sub-urban,Kemarau,111.42,5,14,17,18,56.18,3154,10.71,0,0
PJ-1098,Perumahan,Swasta Nasional,Cost Plus,0,153.73,614930,76866,38433,0,0.0,3843,63,3,Jawa Timur,Sub-urban,Hujan,119.1,6,6,31,34,165.72,4418,-7.79,1,1
PJ-1099,Jembatan,Pemda,Harga Satuan,0,2823.03,5646067,8469101,564606,28230,70.58,0,1400,4,Kalimantan Barat,Rural,Kemarau,101.55,4,19,284,64,2898.6,4326,-2.68,1,1
